,Time,Amplitude
0,0.0,(0.07195219993806468+0j)
1,1e-05,(0.1488566658077678+0j)
2,2e-05,(0.23410951711459882+0j)
3,3.0000000000000004e-05,(0.32612229079137145+0j)
4,4e-05,(0.4232860394240854+0j)
5,5e-05,(0.5239948857254813+0j)
6,6.000000000000001e-05,(0.6266684299858319+0j)
7,7.000000000000001e-05,(0.7297727495897315+0j)
8,8e-05,(0.8318397616871868+0j)
9,9e-05,(0.931484753821767+0j)
10,0.0001,(1.0274219221940968+0j)
11,0.00011,(1.1184777927314402+0j)
12,0.00012000000000000002,(1.2036024357161357+0j)
13,0.00013000000000000002,(1.2818784198933943+0j)
14,0.00014000000000000001,(1.3525274862579577+0j)
15,0.00015000000000000001,(1.4149149546696391+0j)
16,0.00016,(1.4685519076693676+0j)
17,0.00017,(1.5130952250026009+0j)
18,0.00018,(1.5483455690944963+0j)
19,0.00019,(1.5742434457979504+0j)
20,0.0002,(1.5908634859380928+0j)
21,0.00021,(1.5984071113420433+0j)
22,0.00022,(1.5971937640579403+0j)
23,0.00023,(1.5876508892692+0j)
24,0.00024000000000000003,(1.570302870983538+0j)
25,0.00025,(1.5457591249523557+0j)
26,0.00026000000000000003,(1.5147015555290628+0j)
27,0.00027,(1.4778715824194506+0j)
28,0.00028000000000000003,(1.4360569396650058+0j)
29,0.00029,(1.3900784429156305+0j)
30,0.00030000000000000003,(1.340776912305123+0j)
31,0.00031,(1.2890004272789783+0j)
32,0.00032,(1.235592076797623+0j)
33,0.00033000000000000005,(1.181378353722617+0j)
34,0.00034,(1.127158326173058+0j)
35,0.00035000000000000005,(1.0736937015051724+0j)
36,0.00036,(1.0216998806127884+0j)
37,0.00037000000000000005,(0.971838081760545+0j)
38,0.00038,(0.9247085944299223+0j)
39,0.00039000000000000005,(0.8808452049549056+0j)
40,0.0004,(0.8407108173107505+0j)
41,0.00041000000000000005,(0.8046942745408114+0j)
42,0.00042,(0.773108369188783+0j)
43,0.00043000000000000004,(0.7461890149516737+0j)
44,0.00044,(0.7240955367639715+0j)
45,0.00045000000000000004,(0.7069120228227161+0j)
46,0.00046,(0.6946496697978395+0j)
47,0.00047000000000000004,(0.6872500417471487+0j)
48,0.00048000000000000007,(0.6845891541491367+0j)
49,0.0004900000000000001,(0.6864822870313887+0j)
50,0.0005,(0.6926894254338735+0j)
51,0.00051,(0.7029212214058795+0j)
52,0.0005200000000000001,(0.7168453693699575+0j)
53,0.0005300000000000001,(0.7340932859506881+0j)
54,0.00054,(0.7542669861943136+0j)
55,0.00055,(0.7769460504123893+0j)
56,0.0005600000000000001,(0.8016945795668472+0j)
57,0.0005700000000000001,(0.8280680420590274+0j)
58,0.00058,(0.8556199208626867+0j)
59,0.00059,(0.8839080770124232+0j)
60,0.0006000000000000001,(0.9125007533783799+0j)
61,0.0006100000000000001,(0.9409821512746437+0j)
62,0.00062,(0.968957521608684+0j)
63,0.00063,(0.9960577218284471+0j)
64,0.00064,(1.0219431997099222+0j)
65,0.0006500000000000001,(1.0463073749026761+0j)
66,0.0006600000000000001,(1.0688793989711067+0j)
67,0.00067,(1.0894262842997091+0j)
68,0.00068,(1.1077544015450853+0j)
69,0.0006900000000000001,(1.123710354199806+0j)
70,0.0007000000000000001,(1.1371812471790252+0j)
71,0.00071,(1.1480943740579534+0j)
72,0.00072,(1.1564163545979376+0j)
73,0.0007300000000000001,(1.162151760435765+0j)
74,0.0007400000000000001,(1.1653412722234906+0j)
75,0.00075,(1.166059416057209+0j)
76,0.00076,(1.164411930699243+0j)
77,0.0007700000000000001,(1.1605328198691591+0j)
78,0.0007800000000000001,(1.1545811457579243+0j)
79,0.00079,(1.146737620921778+0j)
80,0.0008,(1.137201055865034+0j)
81,0.0008100000000000001,(1.126184718961725+0j)
82,0.0008200000000000001,(1.1139126639420571+0j)
83,0.0008300000000000001,(1.1006160780369036+0j)
84,0.00084,(1.0865297010951789+0j)
85,0.0008500000000000001,(1.0718883626342017+0j)
86,0.0008600000000000001,(1.0569236799261819+0j)
87,0.0008700000000000001,(1.041860955942448+0j)
88,0.00088,(1.0269163113510147+0j)
89,0.0008900000000000001,(1.0122940798736524+0j)
90,0.0009000000000000001,(0.998184491236807+0j)
91,0.0009100000000000001,(0.9847616607762496+0j)
92,0.00092,(0.972181899555744+0j)
93,0.00093,(0.9605823537094575+0j)
94,0.0009400000000000001,(0.9500799766863647+0j)
95,0.0009500000000000001,(0.9407708332275541+0j)
96,0.0009600000000000001,(0.932729729303625+0j)
97,0.00097,(0.9260101579324487+0j)
98,0.0009800000000000002,(0.9206445468340566+0j)
99,0.00099,(0.9166447902988769+0j)
100,0.001,(0.9140030444802876+0j)
101,0.00101,(0.9126927625974952+0j)
102,0.00102,(0.9126699442676934+0j)
103,0.00103,(0.913874571387701+0j)
104,0.0010400000000000001,(0.9162322016581259+0j)
105,0.0010500000000000002,(0.9196556899840846+0j)
106,0.0010600000000000002,(0.9240470075857563+0j)
107,0.00107,(0.92929912869371+0j)
108,0.00108,(0.9352979551667+0j)
109,0.00109,(0.9419242502272354+0j)
110,0.0011,(0.9490555537321606+0j)
111,0.00111,(0.9565680529474834+0j)
112,0.0011200000000000001,(0.9643383846415055+0j)
113,0.0011300000000000001,(0.9722453464083114+0j)
114,0.0011400000000000002,(0.9801714974435288+0j)
115,0.0011500000000000002,(0.988004631473618+0j)
116,0.00116,(0.9956391071460214+0j)
117,0.00117,(1.0029770238777775+0j)
118,0.00118,(1.0099292338929262+0j)
119,0.00119,(1.0164161839138812+0j)
120,0.0012000000000000001,(1.0223685826703655+0j)
121,0.0012100000000000001,(1.0277278930153542+0j)
122,0.0012200000000000002,(1.0324466499572464+0j)
123,0.0012300000000000002,(1.036488608300786+0j)
124,0.00124,(1.0398287258090024+0j)
125,0.00125,(1.042452989831135+0j)
126,0.00126,(1.0443580971673645+0j)
127,0.00127,(1.0455509985442404+0j)
128,0.00128,(1.0460483204429283+0j)
129,0.0012900000000000001,(1.0458756781475442+0j)
130,0.0013000000000000002,(1.045066894758547+0j)
131,0.0013100000000000002,(1.0436631415456452+0j)
132,0.0013200000000000002,(1.041712015398757+0j)
133,0.00133,(1.0392665692803646+0j)
134,0.00134,(1.0363843114972626+0j)
135,0.00135,(1.0331261893062433+0j)
136,0.00136,(1.0295555718611609+0j)
137,0.0013700000000000001,(1.0257372468147097+0j)
138,0.0013800000000000002,(1.0217364440256984+0j)
139,0.0013900000000000002,(1.0176178988115658+0j)
140,0.0014000000000000002,(1.0134449660475484+0j)
141,0.00141,(1.0092787951702156+0j)
142,0.00142,(1.0051775748164424+0j)
143,0.00143,(1.0011958544418054+0j)
144,0.00144,(0.9973839488371798+0j)
145,0.0014500000000000001,(0.9937874300207916+0j)
146,0.0014600000000000001,(0.9904467095461199+0j)
147,0.0014700000000000002,(0.9873967128538614+0j)
148,0.0014800000000000002,(0.984666645927268+0j)
149,0.0014900000000000002,(0.9822798532018121+0j)
150,0.0015,(0.9802537644478071+0j)
151,0.00151,(0.9785999272020854+0j)
152,0.00152,(0.9773241202839376+0j)
153,0.0015300000000000001,(0.9764265430010917+0j)
154,0.0015400000000000001,(0.9759020738414128+0j)
155,0.0015500000000000002,(0.975740591760978+0j)
156,0.0015600000000000002,(0.9759273526230255+0j)
157,0.0015700000000000002,(0.976443412916732+0j)
158,0.00158,(0.9772660925897089+0j)
159,0.00159,(0.9783694686615488+0j)
160,0.0016,(0.9797248912440143+0j)
161,0.00161,(0.9813015136712837+0j)
162,0.0016200000000000001,(0.9830668286343502+0j)
163,0.0016300000000000002,(0.9849872025092441+0j)
164,0.0016400000000000002,(0.9870284004601575+0j)
165,0.0016500000000000002,(0.9891560953757927+0j)
166,0.0016600000000000002,(0.9913363542496161+0j)
167,0.00167,(0.9935360962308964+0j)
168,0.00168,(0.9957235172418043+0j)
169,0.00169,(0.9978684767645895+0j)
170,0.0017000000000000001,(0.9999428431401354+0j)
171,0.0017100000000000001,(1.0019207944732735+0j)
172,0.0017200000000000002,(1.0037790729997886+0j)
173,0.0017300000000000002,(1.0054971915241124+0j)
174,0.0017400000000000002,(1.0070575912749669+0j)
175,0.00175,(1.0084457512390466+0j)
176,0.00176,(1.0096502497114088+0j)
177,0.00177,(1.0106627794376386+0j)
178,0.0017800000000000001,(1.0114781183101271+0j)
179,0.0017900000000000001,(1.012094058112987+0j)
180,0.0018000000000000002,(1.012511294282337+0j)
181,0.0018100000000000002,(1.0127332800571214+0j)
182,0.0018200000000000002,(1.012766048737495+0j)
183,0.0018300000000000002,(1.0126180080414893+0j)
184,0.00184,(1.012299710755446+0j)
185,0.00185,(1.0118236060100025+0j)
186,0.00186,(1.0112037755824654+0j)
187,0.0018700000000000001,(1.0104556596304342+0j)
188,0.0018800000000000002,(1.009595776203515+0j)
189,0.0018900000000000002,(1.0086414387636224+0j)
190,0.0019000000000000002,(1.0076104757740563+0j)
191,0.0019100000000000002,(1.0065209561982134+0j)
192,0.0019200000000000003,(1.005390924485792+0j)
193,0.00193,(1.0042381483234342+0j)
194,0.00194,(1.003079882093925+0j)
195,0.0019500000000000001,(1.00193264862949+0j)
196,0.0019600000000000004,(1.0008120414666517+0j)
197,0.00197,(0.999732549418757+0j)
198,0.00198,(0.998707404883749+0j)
199,0.00199,(0.9977484569050258+0j)
200,0.002,(0.9968660696079028+0j)
201,0.00201,(0.9960690462486796+0j)
202,0.00202,(0.9953645787425254+0j)
203,0.00203,(0.9947582221848639+0j)
204,0.00204,(0.9942538935527077+0j)
205,0.00205,(0.9938538934709527+0j)
206,0.00206,(0.9935589496570035+0j)
207,0.0020700000000000002,(0.9933682804176549+0j)
208,0.0020800000000000003,(0.9932796763667688+0j)
209,0.0020900000000000003,(0.9932895983622468+0j)
210,0.0021000000000000003,(0.9933932895268314+0j)
211,0.0021100000000000003,(0.9935848991195719+0j)
212,0.0021200000000000004,(0.9938576159630338+0j)
213,0.0021300000000000004,(0.9942038091046885+0j)
214,0.00214,(0.9946151733981407+0j)
215,0.00215,(0.9950828777292181+0j)
216,0.00216,(0.9955977136814337+0j)
217,0.00217,(0.996150242532515+0j)
218,0.00218,(0.9967309385959496+0j)
219,0.00219,(0.9973303270658916+0j)
220,0.0022,(0.9979391146872845+0j)
221,0.00221,(0.9985483117524505+0j)
222,0.00222,(0.999149344117447+0j)
223,0.00223,(0.9997341541328778+0j)
224,0.0022400000000000002,(1.0002952895913266+0j)
225,0.0022500000000000003,(1.000825980003939+0j)
226,0.0022600000000000003,(1.001320199728835+0j)
227,0.0022700000000000003,(1.0017727176810467+0j)
228,0.0022800000000000003,(1.0021791335547743+0j)
229,0.0022900000000000004,(1.0025359006814107+0j)
230,0.0023000000000000004,(1.0028403358286695+0j)
231,0.00231,(1.0030906164152273+0j)
232,0.00232,(1.0032857657697833+0j)
233,0.00233,(1.0034256272018562+0j)
234,0.00234,(1.0035108277727929+0j)
235,0.00235,(1.0035427327584656+0j)
236,0.00236,(1.0035233918793822+0j)
237,0.00237,(1.0034554784391319+0j)
238,0.00238,(1.0033422225582032+0j)
239,0.00239,(1.0031873397175+0j)
240,0.0024000000000000002,(1.0029949558348359+0j)
241,0.0024100000000000002,(1.0027695300890431+0j)
242,0.0024200000000000003,(1.0025157766810397+0j)
243,0.0024300000000000003,(1.0022385866803813+0j)
244,0.0024400000000000003,(1.0019429510508067+0j)
245,0.0024500000000000004,(1.0016338858804654+0j)
246,0.0024600000000000004,(1.001316360763504+0j)
247,0.0024700000000000004,(1.0009952311910488+0j)
248,0.00248,(1.0006751757131158+0j)
249,0.00249,(1.0003606385302901+0j)
250,0.0025,(1.0000557780668833+0j)
251,0.00251,(0.9997644219674291+0j)
252,0.00252,(0.9994900288474643+0j)
253,0.00253,(0.999235657019179+0j)
254,0.00254,(0.9990039403042384+0j)
255,0.00255,(0.9987970709412864+0j)
256,0.00256,(0.9986167894956601+0j)
257,0.0025700000000000002,(0.9984643815848473+0j)
258,0.0025800000000000003,(0.9983406811462413+0j)
259,0.0025900000000000003,(0.9982460798946938+0j)
260,0.0026000000000000003,(0.9981805425469578+0j)
261,0.0026100000000000003,(0.9981436273289545+0j)
262,0.0026200000000000004,(0.9981345112302928+0j)
263,0.0026300000000000004,(0.9981520194289074+0j)
264,0.0026400000000000004,(0.9981946582771664+0j)
265,0.00265,(0.998260651219313+0j)
266,0.00266,(0.9983479769984722+0j)
267,0.00267,(0.9984544095093771+0j)
268,0.00268,(0.9985775586600356+0j)
269,0.00269,(0.9987149116212303+0j)
270,0.0027,(0.9988638738664104+0j)
271,0.00271,(0.9990218094354752+0j)
272,0.00272,(0.9991860798933966+0j)
273,0.0027300000000000002,(0.9993540814977552+0j)
274,0.0027400000000000002,(0.9995232801371859+0j)
275,0.0027500000000000003,(0.9996912436545621+0j)
276,0.0027600000000000003,(0.9998556712235708+0j)
277,0.0027700000000000003,(1.0000144195042404+0j)
278,0.0027800000000000004,(1.000165525361078+0j)
279,0.0027900000000000004,(1.0003072249858795+0j)
280,0.0028000000000000004,(1.0004379693251766+0j)
281,0.0028100000000000004,(1.000556435768853+0j)
282,0.00282,(1.0006615361110178+0j)
283,0.00283,(1.0007524208460428+0j)
284,0.00284,(1.000828479911194+0j)
285,0.00285,(1.0008893400319607+0j)
286,0.00286,(1.0009348588665832+0j)
287,0.00287,(1.000965116182014+0j)
288,0.00288,(1.0009804023243567+0j)
289,0.00289,(1.0009812042724882+0j)
290,0.0029000000000000002,(1.00096818958398+0j)
291,0.0029100000000000003,(1.0009421885575478+0j)
292,0.0029200000000000003,(1.0009041749461045+0j)
293,0.0029300000000000003,(1.000855245559192+0j)
294,0.0029400000000000003,(1.0007965990932866+0j)
295,0.0029500000000000004,(1.0007295145234478+0j)
296,0.0029600000000000004,(1.0006553293803184+0j)
297,0.0029700000000000004,(1.0005754182229012+0j)
298,0.0029800000000000004,(1.000491171600247+0j)
299,0.00299,(1.0004039757745808+0j)
300,0.003,(1.0003151934549273+0j)
301,0.00301,(1.0002261457644355+0j)
302,0.00302,(1.0001380956368195+0j)
303,0.00303,(1.000052232808096+0j)
304,0.00304,(0.9999696605396207+0j)
305,0.00305,(0.9998913841777269+0j)
306,0.0030600000000000002,(0.999818301624554+0j)
307,0.0030700000000000002,(0.9997511957643077+0j)
308,0.0030800000000000003,(0.9996907288596729+0j)
309,0.0030900000000000003,(0.9996374389047316+0j)
310,0.0031000000000000003,(0.9995917378939102+0j)
311,0.0031100000000000004,(0.9995539119414686+0j)
312,0.0031200000000000004,(0.9995241231631238+0j)
313,0.0031300000000000004,(0.9995024132108009+0j)
314,0.0031400000000000004,(0.9994887083333969+0j)
315,0.0031500000000000005,(0.9994828258209703+0j)
316,0.00316,(0.9994844816770251+0j)
317,0.00317,(0.999493299353591+0j)
318,0.00318,(0.9995088193766244+0j)
319,0.00319,(0.9995305096848327+0j)
320,0.0032,(0.9995577765033021+0j)
321,0.00321,(0.9995899755741623+0j)
322,0.00322,(0.999626423569845+0j)
323,0.0032300000000000002,(0.999666409520103+0j)
324,0.0032400000000000003,(0.999709206091673+0j)
325,0.0032500000000000003,(0.99975408056909+0j)
326,0.0032600000000000003,(0.9998003053964547+0j)
327,0.0032700000000000003,(0.9998471681526918+0j)
328,0.0032800000000000004,(0.9998939808467686+0j)
329,0.0032900000000000004,(0.9999400884342093+0j)
330,0.0033000000000000004,(0.999984876471805+0j)
331,0.0033100000000000004,(1.0000277778434126+0j)
332,0.0033200000000000005,(1.000068278505927+0j)
333,0.00333,(1.0001059222206563+0j)
334,0.00334,(1.0001403142512082+0j)
335,0.00335,(1.0001711240243936+0j)
336,0.00336,(1.0001980867653801+0j)
337,0.00337,(1.000221004132205+0j)
338,0.00338,(1.000239743887635+0j)
339,0.0033900000000000002,(1.0002542386580948+0j)
340,0.0034000000000000002,(1.000264483839881+0j)
341,0.0034100000000000003,(1.0002705347220255+0j)
342,0.0034200000000000003,(1.0002725029029258+0j)
343,0.0034300000000000003,(1.0002705520841613+0j)
344,0.0034400000000000003,(1.0002648933297544+0j)
345,0.0034500000000000004,(1.0002557798824991+0j)
346,0.0034600000000000004,(1.0002435016309128+0j)
347,0.0034700000000000004,(1.000228379320886+0j)
348,0.0034800000000000005,(1.0002107586052784+0j)
349,0.0034900000000000005,(1.0001910040226214+0j)
350,0.0035,(1.0001694929928018+0j)
351,0.00351,(1.0001466099132552+0j)
352,0.00352,(1.0001227404338602+0j)
353,0.00353,(1.00009826598256+0j)
354,0.00354,(1.0000735586068354+0j)
355,0.00355,(1.0000489761886688+0j)
356,0.0035600000000000002,(1.0000248580826903+0j)
357,0.0035700000000000003,(1.0000015212189273+0j)
358,0.0035800000000000003,(0.9999792567031116+0j)
359,0.0035900000000000003,(0.9999583269389692+0j)
360,0.0036000000000000003,(0.9999389632884383+0j)
361,0.0036100000000000004,(0.9999213642774645+0j)
362,0.0036200000000000004,(0.9999056943469993+0j)
363,0.0036300000000000004,(0.9998920831411908+0j)
364,0.0036400000000000004,(0.9998806253175848+0j)
365,0.0036500000000000005,(0.9998713808575382+0j)
366,0.0036600000000000005,(0.999864375849043+0j)
367,0.00367,(0.9998596037088257+0j)
368,0.00368,(0.9998570268059748+0j)
369,0.00369,(0.9998565784454774+0j)
370,0.0037,(0.9998581651669411+0j)
371,0.00371,(0.9998616693114507+0j)
372,0.00372,(0.9998669518079454+0j)
373,0.0037300000000000002,(0.9998738551296998+0j)
374,0.0037400000000000003,(0.9998822063714196+0j)
375,0.0037500000000000003,(0.9998918203980852+0j)
376,0.0037600000000000003,(0.9999025030179647+0j)
377,0.0037700000000000003,(0.9999140541341013+0j)
378,0.0037800000000000004,(0.9999262708310319+0j)
379,0.0037900000000000004,(0.9999389503564204+0j)
380,0.0038000000000000004,(0.9999518929606651+0j)
381,0.0038100000000000005,(0.9999649045612545+0j)
382,0.0038200000000000005,(0.999977799202674+0j)
383,0.0038300000000000005,(0.9999904012868975+0j)
384,0.0038400000000000005,(1.000002547553894+0j)
385,0.00385,(1.000014088796054+0j)
386,0.00386,(1.0000248912949277+0j)
387,0.00387,(1.0000348379731145+0j)
388,0.00388,(1.0000438292584801+0j)
389,0.0038900000000000002,(1.00005178366204+0j)
390,0.0039000000000000003,(1.0000586380748224+0j)
391,0.00391,(1.0000643477927051+0j)
392,0.003920000000000001,(1.0000688862816305+0j)
393,0.00393,(1.0000722446986605+0j)
394,0.00394,(1.000074431187043+0j)
395,0.00395,(1.0000754699657775+0j)
396,0.00396,(1.000075400236098+0j)
397,0.0039700000000000004,(1.00007427492881+0j)
398,0.00398,(1.0000721593175295+0j)
399,0.0039900000000000005,(1.0000691295235848+0j)
400,0.004,(1.0000652709386546+0j)
401,0.0040100000000000005,(1.0000606765911444+0j)
402,0.00402,(1.000055445481886+0j)
403,0.004030000000000001,(1.0000496809139623+0j)
404,0.00404,(1.0000434888403926+0j)
405,0.004050000000000001,(1.0000369762520416+0j)
406,0.00406,(1.0000302496265066+0j)
407,0.004070000000000001,(1.0000234134569073+0j)
408,0.00408,(1.0000165688774942+0j)
409,0.004090000000000001,(1.0000098124008376+0j)
410,0.0041,(1.0000032347791021+0j)
411,0.00411,(0.999996919999582+0j)
412,0.00412,(0.9999909444223115+0j)
413,0.00413,(0.9999853760652024+0j)
414,0.0041400000000000005,(0.999980274039831+0j)
415,0.00415,(0.9999756881387412+0j)
416,0.0041600000000000005,(0.9999716585729549+0j)
417,0.00417,(0.9999682158563389+0j)
418,0.0041800000000000006,(0.9999653808315673+0j)
419,0.00419,(0.9999631648306797+0j)
420,0.004200000000000001,(0.9999615699616732+0j)
421,0.00421,(0.9999605895111955+0j)
422,0.004220000000000001,(0.9999602084522438+0j)
423,0.00423,(0.9999604040448183+0j)
424,0.004240000000000001,(0.9999611465167394+0j)
425,0.00425,(0.9999623998113091+0j)
426,0.004260000000000001,(0.999964122388188+0j)
427,0.00427,(0.9999662680637428+0j)
428,0.00428,(0.9999687868772176+0j)
429,0.00429,(0.9999716259693514+0j)
430,0.0043,(0.9999747304605234+0j)
431,0.0043100000000000005,(0.9999780443161139+0j)
432,0.00432,(0.9999815111875286+0j)
433,0.0043300000000000005,(0.9999850752182176+0j)
434,0.00434,(0.9999886818050076+0j)
435,0.004350000000000001,(0.9999922783061542+0j)
436,0.00436,(0.9999958146886653+0j)
437,0.004370000000000001,(0.9999992441086508+0j)
438,0.00438,(1.0000025234196919+0j)
439,0.004390000000000001,(1.000005613605459+0j)
440,0.0044,(1.0000084801340559+0j)
441,0.004410000000000001,(1.0000110932327841+0j)
442,0.00442,(1.0000134280831943+0j)
443,0.004430000000000001,(1.000015464937425+0j)
444,0.00444,(1.0000171891578833+0j)
445,0.00445,(1.000018591183301+0j)
446,0.00446,(1.0000196664250953+0j)
447,0.00447,(1.0000204150987555+0j)
448,0.0044800000000000005,(1.0000208419956689+0j)
449,0.00449,(1.000020956201379+0j)
450,0.0045000000000000005,(1.0000207707667477+0j)
451,0.00451,(1.0000203023388414+0j)
452,0.004520000000000001,(1.000019570758617+0j)
453,0.00453,(1.0000185986326084+0j)
454,0.004540000000000001,(1.0000174108858522+0j)
455,0.00455,(1.0000160343032047+0j)
456,0.004560000000000001,(1.00001449706604+0j)
457,0.00457,(1.00001282829105+0j)
458,0.004580000000000001,(1.0000110575775227+0j)
459,0.00459,(1.0000092145690627+0j)
460,0.004600000000000001,(1.0000073285352291+0j)
461,0.00461,(1.0000054279780328+0j)
462,0.00462,(1.0000035402676548+0j)
463,0.0046300000000000004,(1.000001691311132+0j)
464,0.00464,(0.9999999052571157+0j)
465,0.0046500000000000005,(0.9999982042391615+0j)
466,0.00466,(0.999996608159348+0j)
467,0.0046700000000000005,(0.9999951345133716+0j)
468,0.00468,(0.999993798257634+0j)
469,0.004690000000000001,(0.9999926117182152+0j)
470,0.0047,(0.9999915845410523+0j)
471,0.004710000000000001,(0.9999907236820896+0j)
472,0.00472,(0.9999900334356661+0j)
473,0.004730000000000001,(0.9999895154989491+0j)
474,0.00474,(0.9999891690698212+0j)
475,0.004750000000000001,(0.9999889909752754+0j)
476,0.00476,(0.9999889758270895+0j)
477,0.004770000000000001,(0.9999891162013104+0j)
478,0.00478,(0.9999894028379167+0j)
479,0.00479,(0.9999898248569062+0j)
480,0.0048000000000000004,(0.9999903699870064+0j)
481,0.00481,(0.9999910248032033+0j)
482,0.0048200000000000005,(0.9999917749693404+0j)
483,0.00483,(0.9999926054821437+0j)
484,0.0048400000000000006,(0.9999935009131773+0j)
485,0.00485,(0.9999944456454306+0j)
486,0.004860000000000001,(0.9999954241014666+0j)
487,0.00487,(0.9999964209603203+0j)
488,0.004880000000000001,(0.9999974213606317+0j)
489,0.00489,(0.999998411087804+0j)
490,0.004900000000000001,(0.9999993767433069+0j)
491,0.00491,(1.0000003058945877+0j)
492,0.004920000000000001,(1.0000011872043888+0j)
493,0.00493,(1.000002010538625+0j)
494,0.004940000000000001,(1.000002767052308+0j)
495,0.00495,(1.0000034492533418+0j)
496,0.00496,(1.0000040510443295+0j)
497,0.0049700000000000005,(1.000004567742834+0j)
498,0.00498,(1.0000049960808202+0j)
499,0.0049900000000000005,(1.00000533418426+0j)
